Analysis_ID,Province,Census_Division,Municipality_ID,Municipality_Name,Market_Zone_ID,Market_Zone_Name,Zone_Type,Is_Official_Zone,Candidate_ID,Candidate_Name,Candidate_Address,Latitude,Longitude,Radius_km,Population,Previous_Population,Population_Growth_Pct,Land_Area_km2,Population_Density,Population_20_34,Age_20_34_Pct,Population_18_34_Estimated,Age_18_34_Pct,Target_Age_Population,Target_Age_Pct,Private_Households,Renter_Households,Renter_Pct,Apartment_Dwellings,Apartment_Pct,Average_Household_Income,Estimated_Median_Income,Labour_Force_Population,Employed_Population,Unemployed_Population,Employment_Rate,Unemployment_Rate,Transit_Stops,Transit_Commuters,Transit_Commuter_Pct,Walking_Commuters,Nearest_College_km,Nearest_University_km,Education_Facilities_Count,Parking_Available,Parking_Spaces,Road_Visibility_Rating,Accessibility_Rating,Total_Gym_Count,Budget_Gym_Count,Midmarket_Gym_Count,Premium_Gym_Count,Boutique_Gym_Count,Independent_Gym_Count,Chain_Gym_Count,Gyms_Per_10k,Budget_Gyms_Per_10k,Population_Per_Gym,Target_Population_Per_Gym,Target_Population_Per_Budget_Gym,No_Budget_Gym_Flag,Nearest_Gym_km,Nearest_Budget_Gym_km,Gyms_With_Verified_Prices,Price_Completeness_Pct,Minimum_Monthly_Fee,Average_Monthly_Fee,Median_Monthly_Fee,Maximum_Monthly_Fee,Average_Joining_Fee,No_Contract_Gym_Count,Free_Trial_Gym_Count,Open_24_7_Count,Personal_Training_Count,Group_Classes_Count,Cardio_Equipment_Count,Free_Weights_Count,Showers_Count,Locker_Count,Parking_Count,Pool_Count,Sauna_Count,Childcare_Count,Women_Only_Area_Count,Accessible_Gym_Count,Average_Service_Count,No_24_7_Gym_Flag,No_Childcare_Gym_Flag,No_Pool_Gym_Flag,No_Women_Only_Gym_Flag,Missing_Service_Count,Service_Gap_Score,Commercial_Space_Available,Floor_Area_sqft,Monthly_Rent,Annual_Rent_Per_sqft,Zoning_Compatible,Parking_Requirement_Met,Property_Condition_Rating,Property_Cost_Score,Property_Suitability_Score,Demand_Score,Growth_Score,Affordability_Fit_Score,Accessibility_Score,Competition_Gap_Score,Property_Score,Opportunity_Score,Municipality_Rank,Market_Zone_Rank,Candidate_Rank,Recommendation_Category,Census_Year,Gym_Data_Date,Property_Data_Date,Census_Completeness_Pct,Gym_Location_Completeness_Pct,Price_Completeness_Pct_Quality,Service_Completeness_Pct,Data_Quality_Score,Missing_Required_Fields,Primary_Census_Source_ID,Boundary_Source_ID,Analysis_Status,Last_Refresh_Date,Limitations
GUE-SOUTH-GUELPH-1KM,Ontario,,M0003,Guelph,GUE-SOUTH-GUELPH,South Guelph,Mixed Residential Market,0,GUE-SOUTH-GUELPH-C,South Guelph centroid candidate,Approximate market-zone centroid; no property address collected,43.517929,-80.23856,1,7169,,0.091,2.88,1568.5,1206,0.2669795448507925,1326,0.2935446736916674,2104,0.29348584181894266,1795,724,0.4004424778761062,506,0.2818941504178273,115684,97081,2546,2230,316,0.5793712652637049,0.12411626080125687,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.25,1.48,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,59.2,55.4,56,,10.5,,49.5,3,1,26,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
OSH-NORTH-OSHAWA-1KM,Ontario,,M0008,Oshawa,OSH-NORTH-OSHAWA,North Oshawa,Higher-Income Suburban Market,0,OSH-NORTH-OSHAWA-C,North Oshawa centroid candidate,Approximate market-zone centroid; no property address collected,43.936827,-78.85502,1,11626,,0.1,6.37,1824.6,2131,0.18328975435216405,2444,0.2102284456065506,2444,0.21021847583003614,4047,1279,0.3155687145324451,799,0.19743019520632568,114339,102632,5798,4937,860,0.5244316974718505,0.14832700931355638,,,,,,,,,,,,1,0,,1,1,0,1,0.86,0,11626,2444,,1,0.4,6.02,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,49.6,61.5,63.5,,18.2,,49.4,3,3,27,Lower priority,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
OSH-NORTHWEST-OS-3KM,Ontario,,M0008,Oshawa,OSH-NORTHWEST-OS,Northwest Oshawa,Higher-Income Suburban Market,0,OSH-NORTHWEST-OS-C,Northwest Oshawa centroid candidate,Approximate market-zone centroid; no property address collected,43.964032,-78.903213,3,14646,,0.1,37.76,278,2736,0.26057142857142856,3006,0.2862857142857143,4193,0.28628977195138605,3279,1032,0.3179297597042514,144,0.04391582799634035,121229,106678,5493,4680,807,0.5842696629213483,0.14691425450573456,,,,,,,,,,,,1,0,,0,0,1,0,0.68,0,14646,4193,,1,1.54,9.81,,,,,,,,,,0,0,0,1,1,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,42.9,61.5,69,,23.5,,48.9,4,1,28,Lower priority,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-EAST-HAMILTO-3KM,Ontario,,M0004,Hamilton,HAM-EAST-HAMILTO,East Hamilton,Lower-Density Residential Market,0,HAM-EAST-HAMILTO-C,East Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.223877,-79.727585,3,43282,,0.06,50.92,850.1,7671,0.17723221093197666,8609,0.19891317908978748,8609,0.19890485652234186,17160,5763,0.33613298337707787,5340,0.3111888111888112,99835,85635,21084,18432,2658,0.5075169337518586,0.12606715993170176,,,,,,,,,,,,2,1,,0,0,1,1,0.46,0.23,21641,4305,8609,0,1.67,2.34,,,,,,,,,,0,1,1,2,2,,,,0,0,,0,,1,1,,1,1,3,100,,,,,,,,,,49.7,34.5,40.4,,35.7,,48.8,3,1,29,Lower priority,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-SOUTH-LONDON-1KM,Ontario,,M0007,London,LON-SOUTH-LONDON,South London,Lower-Density Residential Market,0,LON-SOUTH-LONDON-C,South London centroid candidate,Approximate market-zone centroid; no property address collected,42.938015,-81.267106,1,14168,,0.1,27.8,509.6,2758,0.1946585358967844,3089,0.21800626746845092,3089,0.21802653867871258,5648,2337,0.41436170212765955,1954,0.3459631728045326,93422,80115,6828,5891,937,0.5136454791176214,0.1372290568248389,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.01,2.28,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,53.2,61.5,32.9,,22.7,,48.7,5,1,30,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-WEST-HAMILTO-1KM,Ontario,,M0004,Hamilton,HAM-WEST-HAMILTO,West Hamilton,Higher-Income Suburban Market,0,HAM-WEST-HAMILTO-C,West Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.237192,-79.954336,1,19547,,0.06,27.84,702,3751,0.19190038165205203,4237,0.21674357688805215,4237,0.21675960505448405,7385,1835,0.24847664184157076,1534,0.2077183480027082,133151,110894,10047,8921,1138,0.5498982925476176,0.11326764208221358,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.42,2.71,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,41.7,34.5,74.7,,32,,48.5,4,1,31,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-SOUTHWEST-LO-3KM,Ontario,,M0007,London,LON-SOUTHWEST-LO,Southwest London,Higher-Income Suburban Market,0,LON-SOUTHWEST-LO-C,Southwest London centroid candidate,Approximate market-zone centroid; no property address collected,42.956733,-81.328666,3,32653,,0.1,26.21,913.7,3165,0.1321723878727136,3743,0.15632673515409673,5105,0.15634091813922152,9477,2061,0.21774960380348654,1491,0.15732826843937955,140410,115527,11469,10218,1239,0.5227935533384497,0.10803034266283024,,,,,,,,,,,,2,1,,1,0,0,2,0.61,0.31,16327,2553,5105,0,2.11,2.11,,,,,,,,,,0,1,1,2,2,,,,0,0,,0,,1,1,,1,1,3,100,,,,,,,,,,36.1,61.5,81,,26.4,,48.5,6,1,32,Lower priority,2021,2026-07-27,,1,0.82,0,0.75,80.1,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
BAR-NORTHEAST-BA-1KM,Ontario,,M0001,Barrie,BAR-NORTHEAST-BA,Northeast Barrie,Mixed Residential Market,0,BAR-NORTHEAST-BA-C,Northeast Barrie centroid candidate,Approximate market-zone centroid; no property address collected,44.402199,-79.674172,1,8676,,0.045,2.75,2575.4,1825,0.25805995475113125,1963,0.27763009049773757,2409,0.2776625172890733,2961,1329,0.4500507958008805,1181,0.3988517392772712,94266,79329,3773,3303,479,0.5556864064602961,0.12695467797508614,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.3,1.54,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,69.9,24.3,31.8,,13.1,,48.4,1,1,33,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-NORTH-HAMILT-3KM,Ontario,,M0004,Hamilton,HAM-NORTH-HAMILT,North Hamilton,Higher-Income Suburban Market,0,HAM-NORTH-HAMILT-C,North Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.348976,-79.936355,3,22790,,0.06,151.13,150.8,4023,0.17652634073137982,4574,0.20069504778453517,4574,0.20070206230802984,7965,1041,0.1299625468164794,576,0.07231638418079096,150530,129468,12972,11781,1203,0.6408289817232375,0.0927382053654024,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,3.66,3.66,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,30,34.5,100,,37.7,,48.4,5,1,34,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-SOUTH-KITCHE-1KM,Ontario,,M0006,Kitchener,KIT-SOUTH-KITCHE,South Kitchener,Higher-Income Suburban Market,0,KIT-SOUTH-KITCHE-C,South Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.389653,-80.455306,1,9600,,0.10099999999999999,9.39,1022,2205,0.22968271494343867,2455,0.25572383908668567,2455,0.2557291666666667,3194,803,0.2528337531486146,463,0.14495929868503443,127335,111861,5332,4812,521,0.6385350318471338,0.0977119279819955,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,2,3.25,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,45.5,62.2,76.1,,14.7,,48.4,6,2,35,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
OSH-SOUTHEAST-OS-1KM,Ontario,,M0008,Oshawa,OSH-SOUTHEAST-OS,Southeast Oshawa,Mixed Residential Market,0,OSH-SOUTHEAST-OS-C,Southeast Oshawa centroid candidate,Approximate market-zone centroid; no property address collected,43.890803,-78.837923,1,10080,,0.1,4.91,2053,2145,0.2127933969564096,2337,0.23184063808257774,2337,0.2318452380952381,3975,1284,0.32277526395173456,1014,0.2550943396226415,94643,83234,5110,4312,808,0.514497076721155,0.15812133072407045,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.69,1.69,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,56.3,61.5,37.1,,15.5,,48.4,5,1,36,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-NORTHEAST-LO-1KM,Ontario,,M0007,London,LON-NORTHEAST-LO,Northeast London,Lower-Density Residential Market,0,LON-NORTHEAST-LO-C,Northeast London centroid candidate,Approximate market-zone centroid; no property address collected,43.004176,-81.188478,1,12360,,0.1,11.12,1111.1,3171,0.25654924677594215,3435,0.27794048639989644,3435,0.2779126213592233,5116,2139,0.4174473067915691,1448,0.2830336200156372,78299,69190,6494,5555,947,0.534545804464973,0.14582691715429627,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.31,1.31,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,58.3,61.5,18,,19.5,,48.2,7,1,37,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIN-NORTHEAST-KI-3KM,Ontario,,M0005,Kingston,KIN-NORTHEAST-KI,Northeast Kingston,Lower-Density Residential Market,0,KIN-NORTHEAST-KI-C,Northeast Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.267952,-76.464041,3,18177,,0.07,41.72,315.1,2394,0.18206707734428473,2698,0.2051562856490988,3729,0.20514936458161412,5397,2004,0.36906077348066296,1551,0.2873818788215675,107056,93469,6414,5598,786,0.5153272576636289,0.1225444340505145,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,3.37,7.37,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,46.7,41.2,51,,29.6,,48,2,1,38,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIN-SOUTH-KINGST-3KM,Ontario,,M0005,Kingston,KIN-SOUTH-KINGST,South Kingston,Student / Young Adult Market,0,KIN-SOUTH-KINGST-C,South Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.23665,-76.512548,3,48756,,0.07,21.11,1532.4,9768,0.30189518970440976,10435,0.32251604049994437,15725,0.32252440725244075,16041,10167,0.6350009368559115,9417,0.5870581634561436,81965,65002,16599,13938,2664,0.504013885875461,0.16049159587926984,,,,,,,,,,,,10,0,,6,5,9,1,2.05,0,4876,1573,,1,0.84,4.05,,,,,,,,,,0,6,6,10,10,,,,0,0,,0,,1.2,1,,1,1,3,100,,,,,,,,,,73.5,41.2,12.3,,6.5,,47.7,3,2,39,Lower priority,2021,2026-07-27,,1,0.47,0,0.75,67.7,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-SOUTH-HAMILT-3KM,Ontario,,M0004,Hamilton,HAM-SOUTH-HAMILT,South Hamilton,Mixed Residential Market,0,HAM-SOUTH-HAMILT-C,South Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.211881,-79.874986,3,78672,,0.06,30.08,2221.5,13050,0.19530197726415602,14735,0.2205161359840526,17348,0.22051047386617856,23946,6687,0.27879924953095686,3240,0.1353044349787021,103515,92425,32490,28128,4338,0.5109815248787399,0.1335180055401662,,,,,,,,,,,,5,1,,3,1,2,3,0.64,0.13,15734,3470,17348,0,0.98,1.09,,,,,,,,,,0,4,4,5,5,,,,0,0,,0,,1.6,1,,1,1,3,100,,,,,,,,,,50.9,34.5,49.6,,25.4,,47.6,6,2,40,Lower priority,2021,2026-07-27,,1,0.57,0,0.75,71.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
OSH-SOUTHWEST-OS-1KM,Ontario,,M0008,Oshawa,OSH-SOUTHWEST-OS,Southwest Oshawa,Mixed Residential Market,0,OSH-SOUTHWEST-OS-C,Southwest Oshawa centroid candidate,Approximate market-zone centroid; no property address collected,43.898846,-78.877778,1,9978,,0.1,5.28,1870.7,2084,0.21114488348530902,2268,0.2297467071935157,2292,0.22970535177390258,4217,1857,0.44151212553495006,1671,0.3962532606118093,87686,76776,4758,4030,729,0.4927855221325508,0.1532156368221942,,,,,,,,,,,,2,0,,2,1,0,2,2,0,4989,1146,,1,0.68,2.51,,,,,,,,,,0,2,2,2,2,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,62.8,61.5,28.4,,6.7,,47.6,6,1,41,Lower priority,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-NORTH-KITCHE-1KM,Ontario,,M0006,Kitchener,KIT-NORTH-KITCHE,North Kitchener,Mixed Residential Market,0,KIT-NORTH-KITCHE-C,North Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.46506,-80.460264,1,6085,,0.10099999999999999,4.18,1457.1,1248,0.20510123586642123,1376,0.22607152248225085,1376,0.22612982744453575,2541,885,0.34911242603550297,805,0.3168044077134986,107754,90282,3381,3022,364,0.5925490196078431,0.10766045548654243,,,,,,,,,,,,1,0,,0,0,1,0,1.64,0,6085,1376,,1,0.3,1.45,,,,,,,,,,0,0,0,1,1,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,55.5,62.2,46.7,,8.6,,47.5,7,1,42,Lower priority,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIN-SOUTH-KINGST-5KM,Ontario,,M0005,Kingston,KIN-SOUTH-KINGST,South Kingston,Student / Young Adult Market,0,KIN-SOUTH-KINGST-C,South Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.23665,-76.512548,5,53926,,0.07,35.19,1532.4,16280,0.30189518970440976,17392,0.32251604049994437,17392,0.32251604049994437,26735,16945,0.6350009368559115,15695,0.5870581634561436,81965,65002,27665,23230,4440,0.504013885875461,0.16049159587926984,,,,,,,,,,,,13,2,,7,6,9,4,2.41,0.37,4148,1338,8696,0,0.84,4.05,,,,,,,,,,0,9,9,13,13,,,,0,0,,0,,1.38,1,,1,1,3,100,,,,,,,,,,73.5,41.2,12.3,,5.2,,47.4,4,3,43,Lower priority,2021,2026-07-27,,1,0.51,0,0.75,69.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
BAR-EAST-BARRIE-3KM,Ontario,,M0001,Barrie,BAR-EAST-BARRIE,East Barrie,Higher-Income Suburban Market,0,BAR-EAST-BARRIE-C,East Barrie centroid candidate,Approximate market-zone centroid; no property address collected,44.358293,-79.64323,3,35956,,0.045,15.38,1441.1,4032,0.18186246650970203,4684,0.2112527401152878,7596,0.21125820447213262,7509,1521,0.2026378896882494,705,0.09388733519776268,125776,113311,12051,10623,1422,0.5981418918918919,0.1179985063480209,,,,,,,,,,,,2,0,,2,2,1,1,0.56,0,17978,3798,,1,1.75,4.54,,,,,,,,,,0,2,2,2,2,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,41.5,24.3,78,,29.3,,47.1,2,1,44,Lower priority,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GUE-SOUTHEAST-GU-1KM,Ontario,,M0003,Guelph,GUE-SOUTHEAST-GU,Southeast Guelph,Higher-Income Suburban Market,0,GUE-SOUTHEAST-GU-C,Southeast Guelph centroid candidate,Approximate market-zone centroid; no property address collected,43.512499,-80.195457,1,5845,,0.091,5.15,1135,1381,0.23626223225894752,1553,0.26561965373297747,1553,0.2656971770744226,2085,461,0.22184793070259864,360,0.17266187050359713,137571,117460,3313,2964,354,0.6160881313656205,0.1068517959553275,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.32,1.98,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,45,55.4,83.7,,8.1,,46.7,4,1,45,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-NORTH-HAMILT-5KM,Ontario,,M0004,Hamilton,HAM-NORTH-HAMILT,North Hamilton,Higher-Income Suburban Market,0,HAM-NORTH-HAMILT-C,North Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.348976,-79.936355,5,37983,,0.06,251.89,150.8,6705,0.17652634073137982,7623,0.20069504778453517,7623,0.20069504778453517,13275,1735,0.1299625468164794,960,0.07231638418079096,150530,129468,21620,19635,2005,0.6408289817232375,0.0927382053654024,,,,,,,,,,,,2,1,,1,1,1,1,0.53,0.26,18992,3812,7623,0,3.66,3.66,,,,,,,,,,0,2,2,2,2,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,30,34.5,100,,31.1,,46.7,7,2,46,Lower priority,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
THU-SOUTHWEST-TH-3KM,Ontario,,M0010,Thunder Bay,THU-SOUTHWEST-TH,Southwest Thunder Bay,Mixed Residential Market,0,THU-SOUTHWEST-TH-C,Southwest Thunder Bay centroid candidate,Approximate market-zone centroid; no property address collected,48.380083,-89.284354,3,26343,,0.009000000000000001,13.13,1254.7,3285,0.1993446204259967,3596,0.21820498816675768,5748,0.21819838287211024,7275,2097,0.286123618501842,1584,0.2177319587628866,89433,78988,7947,7098,840,0.513232104121475,0.10570026425066063,,,,,,,,,,,,1,0,,1,0,0,1,0.38,0,26343,5748,,1,1.96,3.99,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,50.2,0,31.4,,43.9,,46.7,2,1,47,Lower priority,2021,2026-07-27,,1,0.85,0,0.75,81,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GRE-NORTH-GREATE-5KM,Ontario,,M0002,Greater Sudbury / Grand Sudbury,GRE-NORTH-GREATE,North Greater Sudbury / Grand Sudbury,Higher-Income Suburban Market,0,GRE-NORTH-GREATE-C,North Greater Sudbury / Grand Sudbury centroid candidate,Approximate market-zone centroid; no property address collected,46.650153,-80.968438,5,28800,,0.027999999999999997,1239.73,23.2,4795,0.16649305555555555,5503,0.1910763888888889,5503,0.1910763888888889,11190,1725,0.1542933810375671,1075,0.09606791778373548,117849,106092,15285,13780,1530,0.5769311283232154,0.10009813542688911,,,,,,,,,,,,1,0,,0,0,1,0,0.35,0,28800,5503,,1,1.54,14.66,,,,,,,,,,0,0,0,1,1,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,32.6,12.8,68.2,,48.1,,46.6,1,1,48,Lower priority,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
OSH-NORTHWEST-OS-5KM,Ontario,,M0008,Oshawa,OSH-NORTHWEST-OS,Northwest Oshawa,Higher-Income Suburban Market,0,OSH-NORTHWEST-OS-C,Northwest Oshawa centroid candidate,Approximate market-zone centroid; no property address collected,43.964032,-78.903213,5,17500,,0.1,62.94,278,4560,0.26057142857142856,5010,0.2862857142857143,5010,0.2862857142857143,5465,1720,0.3179297597042514,240,0.04391582799634035,121229,106678,9155,7800,1345,0.5842696629213483,0.14691425450573456,,,,,,,,,,,,2,0,,1,0,1,1,1.14,0,8750,2505,,1,1.54,9.81,,,,,,,,,,0,1,1,2,2,,,,0,0,,0,,1,1,,1,1,3,100,,,,,,,,,,42.9,61.5,69,,13.2,,46.4,7,2,49,Lower priority,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
