DA_DGUID,DA_ID,Municipality,CSD_DGUID,Census_Year,Municipality_Population_2021,Municipality_Population_2016,Municipality_Pop_Growth_Pct,TNR_SF_Pct,TNR_LF_Pct,Data_Quality_Flag,Population,Population_Density_Reported,Land_Area_km2,Age_15_19,Age_20_24,Age_25_29,Age_30_34,Occupied_Dwellings,Apartment_Duplex,Apartment_Under_5_Storeys,Apartment_5Plus_Storeys,Income_Household_Base_100Pct,Median_Household_Income,Income_Household_Base_25Pct,Average_Household_Income,Tenure_Household_Base,Renter_Households,Population_15Plus_Labour_Status,Labour_Force,Employed,Unemployed,Participation_Rate_Reported,Employment_Rate_Reported,Unemployment_Rate_Reported,Flag_1,Flag_6,Flag_7,Flag_14,Flag_15,Flag_16,Flag_17,Flag_41,Flag_45,Flag_46,Flag_47,Flag_228,Flag_229,Flag_237,Flag_238,Flag_1400,Flag_1402,Flag_2223,Flag_2224,Flag_2225,Flag_2226,Flag_2228,Flag_2229,Flag_2230
2021S051235100029,35100029,Kingston,2021A00053510010,2021,132485,123798,7,1.3,0,00000,355,256.8,1.38,20,25,35,20,150,20,5,0,150,78000,160,94000,160,25,335,205,175,30,61.2,52.2,14.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100030,35100030,Kingston,2021A00053510010,2021,132485,123798,7,2.7,4.3,00000,428,858.6,0.5,20,25,30,45,185,35,5,0,185,73000,170,64500,170,40,285,150,140,0,52.6,49.1,0,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100031,35100031,Kingston,2021A00053510010,2021,132485,123798,7,2.6,0,00000,377,1685.3,0.22,25,15,35,30,155,15,15,0,155,71000,160,86000,160,30,325,225,195,30,69.2,60,13.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100032,35100032,Kingston,2021A00053510010,2021,132485,123798,7,0.6,4.8,00000,403,3208.6,0.13,20,25,30,30,175,5,0,0,175,81000,170,80000,170,10,295,150,130,20,50.8,44.1,13.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100033,35100033,Kingston,2021A00053510010,2021,132485,123798,7,2.2,0,00000,437,3398.1,0.13,10,25,30,40,180,10,0,0,180,75500,185,87000,185,40,350,235,220,20,67.1,62.9,8.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100035,35100035,Kingston,2021A00053510010,2021,132485,123798,7,0.9,1.9,00000,517,9866.4,0.05,35,50,50,35,220,0,110,60,220,43200,225,48400,225,210,380,205,165,40,53.9,43.4,19.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100036,35100036,Kingston,2021A00053510010,2021,132485,123798,7,4.1,6.4,00000,825,3023.1,0.27,55,55,75,70,365,0,5,250,365,48000,370,60200,370,330,705,340,250,90,48.2,35.5,26.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100040,35100040,Kingston,2021A00053510010,2021,132485,123798,7,0.5,0,00000,471,4978.9,0.09,25,30,45,35,185,30,50,0,185,47600,205,52800,205,165,395,150,90,60,38,22.8,40,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100041,35100041,Kingston,2021A00053510010,2021,132485,123798,7,1.8,3.6,00000,903,811.2,1.11,50,50,95,105,445,30,25,210,450,61200,435,69600,440,330,765,420,350,65,54.9,45.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100042,35100042,Kingston,2021A00053510010,2021,132485,123798,7,2.7,2.8,00000,619,1631.1,0.38,40,30,45,30,290,5,60,205,295,52400,290,57600,290,270,510,240,215,30,47.1,42.2,12.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100044,35100044,Kingston,2021A00053510010,2021,132485,123798,7,2,3.1,00000,747,2051.1,0.36,15,50,60,65,395,10,190,5,395,51600,415,60200,420,270,715,335,280,55,46.9,39.2,16.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100045,35100045,Kingston,2021A00053510010,2021,132485,123798,7,3.9,0,00000,316,1434.4,0.22,10,20,30,30,125,10,0,0,130,83000,125,77000,125,15,245,180,155,20,73.5,63.3,11.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100046,35100046,Kingston,2021A00053510010,2021,132485,123798,7,2.6,8,00000,423,2363.1,0.18,15,20,35,50,190,30,0,0,185,83000,190,91000,190,50,370,230,210,15,62.2,56.8,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100047,35100047,Kingston,2021A00053510010,2021,132485,123798,7,1.8,4.2,00000,601,2813.7,0.21,35,45,55,60,270,20,100,50,270,50000,295,71500,300,225,575,320,275,45,55.7,47.8,14.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100048,35100048,Kingston,2021A00053510010,2021,132485,123798,7,3,7.3,00000,449,2917.5,0.15,15,30,20,50,235,35,25,0,235,66000,215,70000,215,65,365,230,200,35,63,54.8,15.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100049,35100049,Kingston,2021A00053510010,2021,132485,123798,7,5.9,12.7,00010,608,2799.3,0.22,25,35,65,55,290,55,50,0,285,54800,250,60800,250,120,435,280,215,70,64.4,49.4,25,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100050,35100050,Kingston,2021A00053510010,2021,132485,123798,7,1.8,1.8,00000,475,3922.4,0.12,20,30,65,65,225,50,55,0,225,62800,240,65000,240,145,460,255,220,40,55.4,47.8,15.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100051,35100051,Kingston,2021A00053510010,2021,132485,123798,7,4.7,4.1,00000,428,2180.3,0.2,10,35,35,50,210,40,25,0,210,58800,205,59600,200,65,330,165,150,15,50,45.5,9.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100052,35100052,Kingston,2021A00053510010,2021,132485,123798,7,10.7,10.6,01010,793,4589.1,0.17,35,190,115,50,440,40,215,75,440,39600,450,54400,450,350,730,415,325,95,56.8,44.5,22.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100053,35100053,Kingston,2021A00053510010,2021,132485,123798,7,5.6,9.4,00000,685,6722.3,0.1,20,75,95,65,465,15,80,315,460,37200,480,47400,480,440,660,395,325,75,59.8,49.2,19,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100054,35100054,Kingston,2021A00053510010,2021,132485,123798,7,5.1,8.1,00000,453,4713.8,0.1,25,60,70,45,235,15,90,0,235,65500,255,77000,255,150,445,305,265,40,68.5,59.6,13.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100055,35100055,Kingston,2021A00053510010,2021,132485,123798,7,5.3,7.5,00000,505,4383.7,0.12,15,50,60,45,265,30,125,0,265,62000,265,74000,265,165,435,360,305,50,82.8,70.1,13.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100056,35100056,Kingston,2021A00053510010,2021,132485,123798,7,3.5,1.9,00000,469,3585.6,0.13,30,40,40,35,230,15,40,0,230,76000,235,94000,235,100,420,270,255,15,64.3,60.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100057,35100057,Kingston,2021A00053510010,2021,132485,123798,7,4.7,7.9,00000,469,3401,0.14,20,55,75,45,240,25,70,0,235,66500,270,95000,270,140,485,340,265,75,70.1,54.6,22.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100058,35100058,Kingston,2021A00053510010,2021,132485,123798,7,2.5,9.8,00000,694,2123,0.33,40,50,55,40,320,15,65,10,320,70000,320,98800,320,145,565,325,285,40,57.5,50.4,12.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100059,35100059,Kingston,2021A00053510010,2021,132485,123798,7,2.4,5.5,00000,614,10000,0.06,15,40,150,145,290,0,175,60,290,54000,300,54800,300,270,525,340,295,35,64.8,56.2,10.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100060,35100060,Kingston,2021A00053510010,2021,132485,123798,7,3,6,00000,544,3157.3,0.17,10,30,25,25,335,20,75,150,330,46400,335,61800,335,205,495,180,160,15,36.4,32.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100061,35100061,Kingston,2021A00053510010,2021,132485,123798,7,3.4,9.9,00000,496,5061.2,0.1,10,50,75,55,325,10,270,35,325,44400,335,52200,335,305,475,280,225,55,58.9,47.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100062,35100062,Kingston,2021A00053510010,2021,132485,123798,7,2,3.2,00000,1183,2425.2,0.49,35,105,135,100,615,10,125,405,615,49200,625,53200,625,555,925,525,455,70,56.8,49.2,13.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100063,35100063,Kingston,2021A00053510010,2021,132485,123798,7,1.8,2.9,00000,1030,6261.4,0.16,30,75,85,65,565,10,75,425,565,53200,565,59800,565,445,925,430,335,90,46.5,36.2,20.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100064,35100064,Kingston,2021A00053510010,2021,132485,123798,7,1.9,5.5,00000,913,4176.6,0.22,20,105,105,85,575,0,150,395,575,40000,570,49800,570,540,860,425,365,60,49.4,42.4,14.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100065,35100065,Kingston,2021A00053510010,2021,132485,123798,7,3.3,13.2,00010,764,3333.3,0.23,35,70,80,70,365,0,50,240,370,52400,335,58400,340,325,580,390,280,105,67.2,48.3,26.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100069,35100069,Kingston,2021A00053510010,2021,132485,123798,7,2.9,5,00000,772,870.3,0.89,25,50,55,50,410,5,230,0,410,69000,410,82000,410,180,645,340,275,65,52.7,42.6,19.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100072,35100072,Kingston,2021A00053510010,2021,132485,123798,7,0,7.7,00909,651,169.8,3.83,0,0,110,115,50,0,0,50,,,,,55,55,60,10,0,0,16.7,0,0,,,,,,,,,,,,6,6,6,6,,,,,,,,,
2021S051235100073,35100073,Kingston,2021A00053510010,2021,132485,123798,7,1.3,1,00000,768,548.3,1.4,20,50,80,60,395,0,80,155,400,75000,420,82000,425,295,785,455,385,65,58,49,14.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100074,35100074,Kingston,2021A00053510010,2021,132485,123798,7,0,5.9,00000,350,5932.2,0.06,20,50,45,40,145,0,80,0,140,62400,140,61000,140,125,245,175,140,40,71.4,57.1,22.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100075,35100075,Kingston,2021A00053510010,2021,132485,123798,7,4,4.8,00000,698,3416.5,0.2,15,50,55,55,495,5,165,305,495,42400,500,50800,500,480,650,315,240,75,48.5,36.9,23.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100076,35100076,Kingston,2021A00053510010,2021,132485,123798,7,0.6,2.3,00000,471,2314.5,0.2,30,30,20,20,175,0,0,0,175,111000,175,115000,170,0,405,225,170,50,55.6,42,22.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100077,35100077,Kingston,2021A00053510010,2021,132485,123798,7,2.4,4.5,00000,435,1952.4,0.22,25,35,20,20,170,0,0,0,170,113000,165,136000,165,10,380,245,225,20,64.5,59.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100078,35100078,Kingston,2021A00053510010,2021,132485,123798,7,1.3,0,00000,519,2014.8,0.26,25,35,25,35,225,10,0,0,225,86000,225,110000,225,25,475,310,285,20,65.3,60,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100079,35100079,Kingston,2021A00053510010,2021,132485,123798,7,1,0,00000,558,2519.2,0.22,40,20,30,30,205,5,0,0,205,107000,200,118000,200,10,440,260,255,0,59.1,58,0,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100080,35100080,Kingston,2021A00053510010,2021,132485,123798,7,0,3.6,00000,300,1724.1,0.17,20,15,10,15,115,0,0,0,115,136000,105,128000,105,0,215,130,120,10,60.5,55.8,7.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100081,35100081,Kingston,2021A00053510010,2021,132485,123798,7,0,0,00000,594,2160,0.28,45,15,20,25,240,5,0,0,235,102000,250,110000,250,15,505,255,235,20,50.5,46.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100082,35100082,Kingston,2021A00053510010,2021,132485,123798,7,1.1,2.3,00000,442,1702,0.26,20,25,20,20,190,5,0,0,185,106000,180,125000,180,0,380,155,140,20,40.8,36.8,12.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100083,35100083,Kingston,2021A00053510010,2021,132485,123798,7,0.5,0,00000,534,2258.9,0.24,25,25,35,30,205,0,0,0,210,116000,205,128000,210,0,465,280,250,30,60.2,53.8,10.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100084,35100084,Kingston,2021A00053510010,2021,132485,123798,7,1.5,2,00000,418,2080.6,0.2,15,5,30,35,200,10,15,50,200,61600,215,72500,215,75,390,215,195,20,55.1,50,9.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100085,35100085,Kingston,2021A00053510010,2021,132485,123798,7,0.6,2.4,00000,348,2286.5,0.15,15,20,15,25,160,5,0,0,160,77500,160,77000,165,25,305,205,175,25,67.2,57.4,12.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100086,35100086,Kingston,2021A00053510010,2021,132485,123798,7,0,4.3,00000,481,1544.1,0.31,25,30,10,15,190,5,5,0,190,126000,185,143000,185,20,420,225,200,25,53.6,47.6,11.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100087,35100087,Kingston,2021A00053510010,2021,132485,123798,7,1,2.2,00000,469,2040.9,0.23,30,25,20,35,190,20,20,0,195,92000,190,88000,190,35,360,220,190,30,61.1,52.8,13.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100088,35100088,Kingston,2021A00053510010,2021,132485,123798,7,1.9,5.3,00000,392,226.5,1.73,20,15,5,5,155,0,5,0,155,152000,150,200000,150,15,320,165,135,30,51.6,42.2,18.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100089,35100089,Kingston,2021A00053510010,2021,132485,123798,7,1.7,3.7,00000,1330,245.4,5.42,85,70,70,65,535,10,5,0,530,112000,520,129500,525,60,1130,680,620,60,60.2,54.9,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100090,35100090,Kingston,2021A00053510010,2021,132485,123798,7,0.5,0,00000,593,2481.2,0.24,30,20,20,15,215,0,0,0,210,170000,210,216000,210,0,485,290,260,25,59.8,53.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100092,35100092,Kingston,2021A00053510010,2021,132485,123798,7,0.4,1.5,00000,716,2007.3,0.36,55,40,45,50,260,10,0,0,265,105000,260,116000,260,50,580,410,360,50,70.7,62.1,12.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100093,35100093,Kingston,2021A00053510010,2021,132485,123798,7,0.5,2.2,00000,463,2134.6,0.22,25,15,15,30,185,5,0,0,180,102000,185,117000,180,15,385,210,185,20,54.5,48.1,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100094,35100094,Kingston,2021A00053510010,2021,132485,123798,7,1.1,1.4,00000,727,3001.7,0.24,40,30,50,50,285,5,0,0,285,84000,285,95000,285,50,585,320,285,35,54.7,48.7,10.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100095,35100095,Kingston,2021A00053510010,2021,132485,123798,7,0,0,00000,339,2492.6,0.14,20,15,15,15,135,0,0,0,135,105000,130,142000,130,0,310,205,185,15,66.1,59.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100096,35100096,Kingston,2021A00053510010,2021,132485,123798,7,1.6,0,00000,645,1846.6,0.35,30,45,30,50,255,5,30,0,255,104000,275,113000,275,55,615,400,370,25,65,60.2,6.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100097,35100097,Kingston,2021A00053510010,2021,132485,123798,7,2.6,1.8,00000,614,3299.3,0.19,40,40,35,35,230,5,5,0,230,93000,225,96000,230,45,500,305,275,30,61,55,9.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100098,35100098,Kingston,2021A00053510010,2021,132485,123798,7,1,4,00000,516,5352.7,0.1,25,35,35,65,300,0,145,105,300,53600,310,64000,310,190,490,280,235,45,57.1,48,16.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100099,35100099,Kingston,2021A00053510010,2021,132485,123798,7,0,0,00000,469,2608.5,0.18,35,15,15,30,175,0,0,0,175,105000,180,117000,185,15,400,240,230,10,60,57.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100100,35100100,Kingston,2021A00053510010,2021,132485,123798,7,0.7,1.6,00000,569,4476.8,0.13,25,40,45,45,265,5,160,0,270,69500,260,76000,260,170,460,320,260,60,69.6,56.5,18.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100101,35100101,Kingston,2021A00053510010,2021,132485,123798,7,0.9,3.8,00009,307,7524.5,0.04,20,15,20,30,110,0,0,0,110,76500,,,105,30,185,110,105,10,59.5,56.8,9.1,,,,,,,,,,,,,,6,6,,,,,,,,,
2021S051235100102,35100102,Kingston,2021A00053510010,2021,132485,123798,7,0,0,00909,237,6830,0.03,20,15,10,15,95,0,0,0,,,,,90,35,160,100,100,0,62.5,62.5,0,,,,,,,,,,,,6,6,6,6,,,,,,,,,
2021S051235100103,35100103,Kingston,2021A00053510010,2021,132485,123798,7,1.7,4.5,00000,434,2085.5,0.21,15,15,20,20,170,5,5,0,170,113000,165,127000,165,20,385,220,200,20,57.1,51.9,9.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100104,35100104,Kingston,2021A00053510010,2021,132485,123798,7,0,0,00000,622,2459.5,0.25,55,30,15,20,215,5,0,0,215,140000,205,143000,205,0,500,290,270,20,58,54,6.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100105,35100105,Kingston,2021A00053510010,2021,132485,123798,7,0.8,2.9,00000,392,3197.4,0.12,35,25,10,20,135,0,0,0,135,143000,130,176000,130,0,345,190,175,10,55.1,50.7,5.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100106,35100106,Kingston,2021A00053510010,2021,132485,123798,7,0.7,0.9,00000,1344,1564.8,0.86,105,105,45,45,445,5,0,0,450,138000,460,156500,460,15,1135,800,725,70,70.5,63.9,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100107,35100107,Kingston,2021A00053510010,2021,132485,123798,7,1,0,00000,570,2066.7,0.28,35,35,10,15,195,5,0,0,195,141000,190,162000,190,0,465,275,245,30,59.1,52.7,10.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100108,35100108,Kingston,2021A00053510010,2021,132485,123798,7,0,0,00000,493,3197.1,0.15,45,20,10,35,160,5,0,0,160,137000,160,148000,160,0,375,240,215,20,64,57.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100109,35100109,Kingston,2021A00053510010,2021,132485,123798,7,0.5,0,00000,580,2121.4,0.27,60,30,10,25,200,0,0,0,195,143000,190,180000,190,0,455,295,275,20,64.8,60.4,6.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100110,35100110,Kingston,2021A00053510010,2021,132485,123798,7,0.6,0,00000,429,1753.2,0.24,15,15,10,30,170,0,0,0,175,91000,175,95000,175,15,370,160,155,10,43.2,41.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100111,35100111,Kingston,2021A00053510010,2021,132485,123798,7,2.1,0,00000,363,1250.4,0.29,15,20,25,25,150,10,0,0,145,100000,155,98000,150,25,335,205,185,20,61.2,55.2,9.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100112,35100112,Kingston,2021A00053510010,2021,132485,123798,7,0.6,0,00000,369,1525.4,0.24,20,10,10,10,160,0,0,0,165,98000,170,110000,170,10,340,165,150,20,48.5,44.1,12.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100113,35100113,Kingston,2021A00053510010,2021,132485,123798,7,0.4,5,00000,626,1586,0.39,35,35,35,35,245,5,0,0,245,105000,245,114000,245,25,510,345,320,25,67.6,62.7,7.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100114,35100114,Kingston,2021A00053510010,2021,132485,123798,7,0.9,0,00000,293,2654,0.11,20,20,15,10,110,5,0,0,110,134000,105,138000,105,0,235,135,130,10,57.4,55.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100115,35100115,Kingston,2021A00053510010,2021,132485,123798,7,1.3,5.4,00000,355,2266.9,0.16,10,10,20,30,150,5,0,0,155,102000,140,110000,140,0,295,170,160,15,57.6,54.2,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100116,35100116,Kingston,2021A00053510010,2021,132485,123798,7,0.5,3.8,00000,524,1187.7,0.44,25,35,25,20,205,10,0,0,205,104000,205,122000,205,30,435,255,225,30,58.6,51.7,11.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100119,35100119,Kingston,2021A00053510010,2021,132485,123798,7,1.2,4.8,00000,639,2655.9,0.24,30,25,40,35,255,0,0,0,260,91000,245,88000,245,25,490,335,305,30,68.4,62.2,9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100120,35100120,Kingston,2021A00053510010,2021,132485,123798,7,1.1,1.6,00000,705,116.4,6.06,40,45,35,25,260,0,10,0,265,124000,250,166000,255,10,615,420,390,35,68.3,63.4,8.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100122,35100122,Kingston,2021A00053510010,2021,132485,123798,7,1.1,3.9,00000,2601,193.8,13.42,170,105,105,135,925,10,10,0,925,124000,920,138400,920,120,2005,1375,1240,135,68.6,61.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100124,35100124,Kingston,2021A00053510010,2021,132485,123798,7,1.2,2,00000,1007,1200.1,0.84,55,65,75,85,405,0,5,0,405,89000,410,93600,410,70,885,615,535,80,69.5,60.5,13,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100125,35100125,Kingston,2021A00053510010,2021,132485,123798,7,0.6,1.3,00000,836,3231.5,0.26,55,45,45,80,310,0,15,0,305,97000,320,99600,325,35,730,500,415,85,68.5,56.8,17,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100126,35100126,Kingston,2021A00053510010,2021,132485,123798,7,1.4,2.5,00000,881,4731.5,0.19,20,30,50,50,485,0,25,290,490,65500,485,73600,485,335,795,350,300,50,44,37.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100127,35100127,Kingston,2021A00053510010,2021,132485,123798,7,1.5,4,00000,511,2857.9,0.18,30,20,25,25,200,0,0,0,200,113000,200,125000,200,15,425,250,200,50,58.8,47.1,20,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100128,35100128,Kingston,2021A00053510010,2021,132485,123798,7,0.7,0,00000,397,3538.3,0.11,15,15,25,25,140,0,0,0,140,125000,150,132000,145,0,315,210,195,20,66.7,61.9,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100129,35100129,Kingston,2021A00053510010,2021,132485,123798,7,1.1,4.2,00000,643,1567.1,0.41,25,40,30,25,280,5,0,160,280,70000,285,90000,290,165,565,265,230,30,46.9,40.7,11.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235100130,35100130,Kingston,2021A00053510010,2021,132485,123798,7,2.1,1.3,00000,738,2984.2,0.25,20,35,55,35,330,0,35,190,330,66000,330,72400,325,145,485,260,225,35,53.6,46.4,13.5,,,,,,,,,,,,,,,,,,,,,,,,
